,language
40522,"Deutsch, English, Français"
40523,日本語
40524,English
40525,No Language
40526,English
40527,English
40528,English
40529,
40530,English
40531,
40532,English
40533,English
40534,"Deutsch, English, Español"
40535,English
40536,English
40537,English
40538,English
40539,English
40540,"English, Português"
40541,Pусский
40542,
40543,No Language
40544,Bahasa indonesia
40545,English
40546,"Polski, Türkçe"
40547,"English, Polski"
40548,日本語
40549,
40550,English
40551,No Language
40552,
40553,"English, Italiano"
40554,Slovenščina
40555,Hrvatski
40556,English
40557,English
40558,No Language
40559,日本語
40560,日本語
40561,English
40562,
40563,Français
40564,Português
40565,
40566,English
40567,
40568,Italiano
40569,Italiano
40570,Italiano
40571,Italiano
40572,Italiano
40573,"English, Français, Italiano"
40574,
40575,English
40576,
40577,Español
40578,Español
40579,
40580,Português
40581,"suomi, 日本語, English"
40582,English
40583,English
40584,English
40585,
40586,"Français, Deutsch, Español"
40587,English
40588,svenska
40589,Español
40590,English
40591,English
40592,
40593,"English, Français"
40594,ภาษาไทย
40595,ภาษาไทย
40596,ภาษาไทย
40597,"English, Français"
40598,English
40599,English
40600,English
40601,Français
40602,日本語
40603,English
40604,English
40605,English
40606,"English, Français"
40607,English
40608,
40609,"Český, English, Polski"
40610,Español
40611,"English, Français"
40612,English
40613,
40614,"普通话, English, Pусский"
40615,suomi
40616,English
40617,English
40618,Español
40619,English
40620,English
40621,English
40622,Český
40623,English
40624,English
40625,English
40626,日本語
40627,English
40628,Latviešu
40629,English
40630,English
40631,Magyar
40632,English
40633,"فارسی, Español"
40634,فارسی
40635,English
40636,Français
40637,
40638,Deutsch
40639,English
40640,Română
40641,Română
40642,
40643,"English, Português"
40644,Português
40645,"Français, Pусский"
40646,Português
40647,Português
40648,Türkçe
40649,English
40650,Português
40651,Português
40652,English
40653,English
40654,svenska
40655,English
40656,Français
40657,Nederlands
40658,Español
40659,English
40660,
40661,"English, Français, Español"
40662,日本語
40663,Español
40664,"English, 日本語, Pусский"
40665,Français
40666,Magyar
40667,日本語
40668,English
40669,日本語
40670,English
40671,Español
40672,English
40673,English
40674,Nederlands
40675,English
40676,English
40677,English
40678,"English, Français"
40679,
40680,"English, Deutsch"
40681,English
40682,Español
40683,Polski
40684,English
40685,English
40686,"English, 普通话, ภาษาไทย"
40687,English
40688,English
40689,普通话
40690,日本語
40691,"日本語, English, 普通话"
40692,
40693,日本語
40694,日本語
40695,普通话
40696,普通话
40697,Français
40698,
40699,
40700,普通话
40701,English
40702,"English, Français"
40703,Italiano
40704,English
40705,Português
40706,English
40707,
40708,"Eesti, Polski, Pусский"
40709,Pусский
40710,English
40711,Pусский
40712,Deutsch
40713,English
40714,日本語
40715,Pусский
40716,Français
40717,English
40718,Nederlands
40719,
40720,English
40721,English
40722,
40723,English
40724,
40725,
40726,
40727,
40728,
40729,
40730,
40731,English
40732,English
40733,"Français, Český"
40734,"English, Italiano"
40735,English
40736,English
40737,English
40738,Dansk
40739,
40740,Français
40741,
40742,Italiano
40743,Italiano
40744,Italiano
40745,Italiano
40746,English
40747,English
40748,
40749,普通话
40750,English
40751,日本語
40752,English
40753,Español
40754,English
40755,Deutsch
40756,Français
40757,Français
40758,English
40759,Español
40760,English
40761,English
40762,English
40763,English
40764,English
40765,English
40766,English
40767,English
40768,Français
40769,English
40770,Español
40771,English
40772,English
40773,Pусский
40774,
40775,日本語
40776,Português
40777,English
40778,Español
40779,普通话
40780,العربية
40781,English
40782,
40783,Français
40784,
40785,Český
40786,
40787,Pусский
40788,English
40789,English
40790,Magyar
40791,Magyar
40792,
40793,
40794,suomi
40795,العربية
40796,English
40797,English
40798,
40799,Bahasa indonesia
40800,English
40801,English
40802,English
40803,English
40804,English
40805,English
40806,English
40807,English
40808,English
40809,English
40810,English
40811,"English, Español"
40812,"English, Deutsch"
40813,English
40814,
40815,English
40816,English
40817,English
40818,English
40819,English
40820,English
40821,English
40822,English
40823,"English, Deutsch"
40824,English
40825,English
40826,"English, Italiano"
40827,"English, Deutsch"
40828,English
40829,English
40830,English
40831,"English, Deutsch"
40832,English
40833,English
40834,English
40835,
40836,English
40837,English
40838,English
40839,English
40840,English
40841,English
40842,
40843,English
40844,English
40845,English
40846,
40847,English
40848,"English, Français"
40849,English
40850,English
40851,English
40852,English
40853,"فارسی, ozbek"
40854,"English, Pусский"
40855,English
40856,English
40857,English
40858,English
40859,"English, Español"
40860,ภาษาไทย
40861,普通话
40862,普通话
40863,English
40864,English
40865,Deutsch
40866,English
40867,"English, Français"
40868,Český
40869,English
40870,English
40871,English
40872,English
40873,English
40874,English
40875,English
40876,English
40877,
40878,"Český, English"
40879,English
40880,English
40881,Nederlands
40882,Nederlands
40883,
40884,English
40885,Pусский
40886,Pусский
40887,普通话
40888,Português
40889,日本語
40890,svenska
40891,English
40892,Magyar
40893,ελληνικά
40894,English
40895,English
40896,English
40897,
40898,
40899,English
40900,"English, Eesti"
40901,English
40902,English
40903,Eesti
40904,English
40905,"Français, English, Gaeilge"
40906,Pусский
40907,Français
40908,Eesti
40909,English
40910,English
40911,English
40912,English
40913,Nederlands
40914,فارسی
40915,Eesti
40916,日本語
40917,English
40918,"Nederlands, Český, English"
40919,English
40920,
40921,Español
40922,English
40923,English
40924,English
40925,Română
40926,Română
40927,English
40928,"العربية, English, Français, Deutsch"
40929,English
40930,English
40931,Deutsch
40932,No Language
40933,English
40934,English
40935,English
40936,English
40937,English
40938,English
40939,English
40940,English
40941,English
40942,English
40943,"English, Italiano, Pусский, Français"
40944,English
40945,English
40946,English
40947,"Eesti, Pусский"
40948,English
40949,
40950,
40951,日本語
40952,English
40953,English
40954,Español
40955,English
40956,English
40957,English
40958,English
40959,
40960,English
40961,"Nederlands, English, Português"
40962,
40963,English
40964,English
40965,English
40966,English
40967,English
40968,English
40969,Português
40970,Português
40971,English
40972,English
40973,English
40974,"English, Deutsch"
40975,English
40976,"English, Íslenska, svenska"
40977,English
40978,日本語
40979,
40980,
40981,Español
40982,English
40983,English
40984,"English, 普通话"
40985,
40986,"Español, English"
40987,English
40988,English
40989,
40990,Español
40991,English
40992,
40993,English
40994,
40995,"Deutsch, English"
40996,
40997,English
40998,English
40999,English
41000,
41001,English
41002,
41003,English
41004,English
41005,
41006,"English, Deutsch"
41007,Español
41008,English
41009,English
41010,English
41011,普通话
41012,English
41013,Italiano
41014,English
41015,suomi
41016,Polski
41017,English
41018,English
41019,English
41020,English
41021,Français
41022,"Français, Español"
41023,English
41024,English
41025,Deutsch
41026,日本語
41027,English
41028,
41029,English
41030,English
41031,English
41032,English
41033,English
41034,English
41035,English
41036,Español
41037,Español
41038,Français
41039,English
41040,English
41041,English
41042,Français
41043,
41044,English
41045,English
41046,"English, Polski, Español"
41047,Français
41048,English
41049,English
41050,English
41051,
41052,English
41053,"English, Français"
41054,English
41055,English
41056,
41057,
41058,Nederlands
41059,Português
41060,English
41061,"اردو, English"
41062,English
41063,English
41064,English
41065,English
41066,English
41067,"English, Français"
41068,English
41069,English
41070,English
41071,English
41072,Deutsch
41073,日本語
41074,English
41075,English
41076,English
41077,English
41078,"Nederlands, Deutsch"
41079,
41080,Nederlands
41081,Nederlands
41082,English
41083,English
41084,English
41085,
41086,No Language
41087,
41088,
41089,English
41090,
41091,Pусский
41092,English
41093,Deutsch
41094,English
41095,Nederlands
41096,Hrvatski
41097,"Polski, svenska"
41098,English
41099,English
41100,Dansk
41101,English
41102,English
41103,English
41104,English
41105,English
41106,العربية
41107,English
41108,English
41109,English
41110,English
41111,English
41112,Español
41113,English
41114,English
41115,"English, Bahasa indonesia"
41116,
41117,"Português, Español"
41118,English
41119,
41120,English
41121,English
41122,
41123,English
41124,
41125,
41126,
41127,ελληνικά
41128,"English, Français, Türkçe"
41129,English
41130,English
41131,English
41132,English
41133,English
41134,
41135,English
41136,Deutsch
41137,
41138,English
41139,English
41140,English
41141,"English, Español"
41142,ελληνικά
41143,ελληνικά
41144,ελληνικά
41145,ελληνικά
41146,ελληνικά
41147,English
41148,English
41149,
41150,Italiano
41151,Italiano
41152,English
41153,"English, 普通话, ภาษาไทย"
41154,Français
41155,"English, Italiano"
41156,English
41157,
41158,日本語
41159,日本語
41160,English
41161,English
41162,Français
41163,
41164,
41165,English
41166,English
41167,
41168,
41169,Français
41170,English
41171,Türkçe
41172,Türkçe
41173,English
41174,English
41175,English
41176,English
41177,English
41178,English
41179,English
41180,English
41181,"Český, English"
41182,English
41183,普通话
41184,
41185,English
41186,
41187,English
41188,English
41189,English
41190,"English, Deutsch, Español"
41191,English
41192,English
41193,普通话
41194,English
41195,English
41196,English
41197,English
41198,English
41199,English
41200,
41201,English
41202,English
41203,
41204,
41205,
41206,No Language
41207,suomi
41208,English
41209,
41210,English
41211,English
41212,"English, Français"
41213,English
41214,English
41215,English
41216,English
41217,
41218,English
41219,
41220,Pусский
41221,No Language
41222,English
41223,English
41224,Română
41225,English
41226,Český
41227,Español
41228,English
41229,English
41230,English
41231,English
41232,English
41233,Français
41234,English
41235,English
41236,English
41237,English
41238,Español
41239,English
41240,"Pусский, Український"
41241,
41242,English
41243,
41244,English
41245,English
41246,English
41247,Polski
41248,English
41249,English
41250,English
41251,English
41252,"English, 普通话"
41253,"العربية, Bosanski, English"
41254,English
41255,English
41256,English
41257,Français
41258,English
41259,English
41260,English
41261,Íslenska
41262,日本語
41263,English
41264,Español
41265,English
41266,"Magyar, English"
41267,日本語
41268,Español
41269,"English, Français, Español"
41270,Español
41271,
41272,"Français, Italiano"
41273,
41274,English
41275,English
41276,
41277,"English, Eesti"
41278,日本語
41279,日本語
41280,日本語
41281,日本語
41282,日本語
41283,日本語
41284,"Deutsch, English"
41285,English
41286,Pусский
41287,Pусский
41288,Pусский
41289,"English, 普通话, Kiswahili"
41290,Français
41291,English
41292,"Español, English"
41293,English
41294,日本語
41295,English
41296,Español
41297,Français
41298,English
41299,Český
41300,Pусский
41301,Pусский
41302,English
41303,English
41304,English
41305,English
