,release_date
34895,1980-01-24
34896,1974-03-12
34897,1998-12-18
34898,2015-09-12
34899,2014-09-19
34900,2015-07-06
34901,2014-10-17
34902,2015-06-26
34903,1997-05-07
34904,2010-01-01
34905,2015-05-28
34906,2014-11-22
34907,1972-06-28
34908,2014-09-24
34909,1992-04-01
34910,1916-02-13
34911,2013-02-04
34912,2014-11-23
34913,2013-09-13
34914,2010-04-10
34915,1979-08-15
34916,1954-06-01
34917,2014-10-30
34918,2014-09-11
34919,2014-12-07
34920,2015-10-16
34921,2013-01-13
34922,2015-11-02
34923,2010-05-19
34924,2015-10-02
34925,2013-03-13
34926,2015-03-16
34927,2015-12-03
34928,1966-10-16
34929,1973-12-15
34930,1979-01-01
34931,1948-07-24
34932,1984-08-24
34933,2008-02-22
34934,2009-02-13
34935,2010-02-12
34936,2014-02-20
34937,2008-10-23
34938,2014-08-27
34939,1945-07-27
34940,2015-08-19
34941,2013-06-15
34942,2015-04-17
34943,2012-06-02
34944,2012-05-28
34945,2015-11-27
34946,2009-11-08
34947,2015-10-21
34948,2008-08-11
34949,1962-09-25
34950,1999-01-28
34951,1977-11-01
34952,2015-11-27
34953,2013-04-26
34954,1941-01-24
34955,1958-08-15
34956,1953-05-30
34957,1942-09-21
34958,1943-03-26
34959,1941-08-08
34960,1999-12-25
34961,2015-11-24
34962,2015-11-12
34963,1956-08-16
34964,1957-08-01
34965,1954-04-21
34966,2015-04-01
34967,1974-03-13
34968,2010-01-01
34969,2015-10-09
34970,2013-07-05
34971,1887-08-18
34972,1888-01-01
34973,1890-11-21
34974,1890-11-21
34975,1878-06-14
34976,1888-10-15
34977,1890-01-01
34978,1874-12-09
34979,2011-06-23
34980,2015-09-14
34981,1984-02-16
34982,1982-04-12
34983,1891-05-01
34984,1988-03-01
34985,2014-09-05
34986,1989-10-04
34987,1988-08-11
34988,2008-04-04
34989,1989-09-09
34990,1971-07-02
34991,1981-01-01
34992,2007-11-09
34993,1963-11-23
34994,2015-05-29
34995,2009-03-19
34996,2015-01-04
34997,2009-03-12
34998,2011-11-11
34999,2014-09-27
35000,2015-09-26
35001,2015-04-10
35002,2015-11-27
35003,1971-04-10
35004,1965-11-18
35005,1966-02-24
35006,1966-10-28
35007,1967-04-20
35008,1972-08-08
35009,1974-11-22
35010,1985-11-12
35011,2012-06-01
35012,2015-10-09
35013,2015-09-04
35014,2014-10-02
35015,1978-11-03
35016,2016-01-14
35017,2008-05-30
35018,2001-11-20
35019,1966-09-09
35020,1974-09-17
35021,1975-08-25
35022,1976-08-12
35023,1977-08-13
35024,1968-12-31
35025,1969-09-20
35026,1980-08-12
35027,1983-09-02
35028,1995-04-21
35029,1968-03-22
35030,1967-09-26
35031,1967-04-14
35032,1992-11-22
35033,2015-12-04
35034,2014-12-16
35035,1999-12-20
35036,2016-07-15
35037,2015-01-07
35038,2015-03-04
35039,2011-09-11
35040,2013-10-10
35041,2005-10-28
35042,2013-06-13
35043,2006-06-06
35044,2014-11-23
35045,2015-10-30
35046,2001-12-02
35047,1981-01-01
35048,2015-12-03
35049,1982-02-02
35050,2014-12-16
35051,1942-03-13
35052,1978-03-15
35053,2013-04-09
35054,1926-09-30
35055,1952-09-06
35056,1930-12-26
35057,1945-04-21
35058,2015-06-05
35059,2014-03-11
35060,1969-09-14
35061,2008-09-26
35062,1948-05-30
35063,1999-03-25
35064,2013-10-11
35065,1960-03-25
35066,1994-10-03
35067,2015-11-25
35068,2015-08-28
35069,2015-05-28
35070,2015-12-03
35071,2014-02-14
35072,1971-04-06
35073,2014-06-27
35074,1990-12-12
35075,1966-01-01
35076,1999-03-03
35077,2015-05-02
35078,1995-01-01
35079,2004-10-14
35080,1992-12-11
35081,2015-02-26
35082,1988-04-29
35083,2014-03-06
35084,2014-04-10
35085,2014-08-30
35086,2013-10-03
35087,1967-01-01
35088,2015-10-24
35089,2010-02-24
35090,2013-02-22
35091,2012-12-02
35092,2015-06-22
35093,2014-10-15
35094,2014-01-28
35095,2015-12-04
35096,2013-05-25
35097,2006-01-01
35098,2013-09-13
35099,2015-11-21
35100,2011-07-01
35101,1999-08-20
35102,2015-12-02
35103,2014-09-18
35104,1931-12-02
35105,1914-06-11
35106,1915-04-12
35107,2007-07-01
35108,2000-05-01
35109,2000-01-28
35110,1968-01-01
35111,1972-05-31
35112,2013-10-09
35113,1891-04-30
35114,2010-01-01
35115,2007-12-01
35116,2007-12-29
35117,2008-02-09
35118,2008-12-20
35119,2009-08-08
35120,2015-11-24
35121,2015-07-10
35122,2005-01-01
35123,2015-09-12
35124,2015-12-04
35125,2008-11-06
35126,2014-12-20
35127,1963-03-29
35128,2012-03-31
35129,1962-09-23
35130,1976-07-27
35131,1976-11-27
35132,1975-08-13
35133,1966-02-08
35134,1972-08-03
35135,1981-09-19
35136,1994-01-01
35137,2015-09-25
35138,1951-03-08
35139,1949-10-17
35140,1945-05-12
35141,1947-08-15
35142,1948-03-03
35143,1948-11-05
35144,2012-12-07
35145,2015-08-13
35146,2015-08-06
35147,2011-09-16
35148,2015-12-11
35149,2015-01-30
35150,1991-07-18
35151,2015-11-24
35152,2015-12-04
35153,2008-04-29
35154,1916-06-30
35155,2008-08-11
35156,2015-04-03
35157,2007-02-14
35158,2011-01-01
35159,1991-05-12
35160,2015-12-11
35161,2012-10-01
35162,2015-08-20
35163,2015-03-27
35164,2012-06-14
35165,1975-12-01
35166,2015-08-25
35167,2015-11-13
35168,2014-01-24
35169,2003-01-01
35170,2014-11-15
35171,2015-12-03
35172,2012-08-18
35173,2009-12-09
35174,2015-12-11
35175,2015-03-15
35176,2012-10-17
35177,2014-05-17
35178,2004-10-07
35179,2012-03-22
35180,2013-03-05
35181,2015-03-09
35182,2015-10-13
35183,2015-06-13
35184,1891-11-15
35185,1892-01-01
35186,2014-11-05
35187,2015-04-18
35188,2014-11-05
35189,1995-11-26
35190,1994-09-25
35191,2013-03-22
35192,2012-07-06
35193,2014-05-20
35194,2009-01-01
35195,2015-04-18
35196,2014-04-27
35197,1958-09-06
35198,1970-09-16
35199,1987-05-07
35200,1990-02-01
35201,1989-04-25
35202,1981-12-30
35203,1973-01-01
35204,1970-03-11
35205,2002-01-01
35206,1999-05-16
35207,1985-06-01
35208,2003-12-03
35209,1998-01-01
35210,2005-06-21
35211,2007-07-27
35212,2008-01-01
35213,2009-08-28
35214,1992-01-01
35215,2009-03-07
35216,2014-05-29
35217,2009-10-22
35218,2005-11-25
35219,1947-01-10
35220,2014-03-08
35221,2013-11-27
35222,1986-09-02
35223,2003-04-04
35224,1968-03-01
35225,2013-07-16
35226,2012-07-24
35227,2014-03-31
35228,1983-01-01
35229,1982-05-01
35230,2002-06-07
35231,2015-06-05
35232,2014-10-10
35233,2012-08-22
35234,2011-09-30
35235,2009-11-04
35236,2011-07-12
35237,2012-03-29
35238,2014-05-21
35239,2010-11-03
35240,2010-09-19
35241,2011-10-27
35242,2003-03-24
35243,1976-12-10
35244,2014-03-06
35245,2015-06-20
35246,2014-08-13
35247,2010-10-22
35248,2014-06-25
35249,2012-07-04
35250,2011-02-25
35251,2015-12-18
35252,1975-10-15
35253,1892-01-01
35254,1978-11-03
35255,2015-03-31
35256,2011-10-12
35257,1994-03-23
35258,2016-02-06
35259,2009-11-04
35260,2009-11-03
35261,2007-01-01
35262,2015-11-11
35263,2011-03-18
35264,1985-05-31
35265,1989-04-15
35266,2001-08-30
35267,2010-06-29
35268,2012-11-04
35269,2013-12-26
35270,2015-03-10
35271,2015-07-24
35272,2009-01-16
35273,2007-01-01
35274,2015-04-25
35275,2015-11-22
35276,2012-11-17
35277,2008-05-24
35278,1992-01-01
35279,1991-12-31
35280,1971-05-18
35281,1915-10-10
35282,2014-04-19
35283,2000-11-21
35284,2010-02-11
35285,1972-04-30
35286,2015-09-02
35287,2016-01-21
35288,2010-06-18
35289,2015-10-18
35290,2014-07-17
35291,2015-08-13
35292,2015-10-30
35293,2015-07-21
35294,1992-11-02
35295,2015-05-08
35296,2015-12-15
35297,2012-12-28
35298,2015-06-22
35299,1978-10-31
35300,2015-10-03
35301,2015-01-25
35302,2015-07-31
35303,2013-04-22
35304,2015-01-01
35305,1947-11-22
35306,2015-03-17
35307,1951-06-08
35308,2013-02-22
35309,1973-01-31
35310,1961-03-27
35311,2011-04-01
35312,1982-01-01
35313,1981-01-01
35314,1980-01-01
35315,1977-09-09
35316,1980-03-07
35317,2012-03-09
35318,1994-11-25
35319,1991-03-15
35320,1999-03-11
35321,2015-02-08
35322,2014-09-14
35323,2012-10-05
35324,1977-04-01
35325,1949-12-25
35326,2000-03-24
35327,2015-10-09
35328,2013-03-29
35329,1977-06-03
35330,1946-12-26
35331,1989-01-01
35332,2013-08-09
35333,2015-11-05
35334,2015-09-24
35335,2011-04-21
35336,2015-03-06
35337,2014-12-19
35338,2007-03-22
35339,2010-07-10
35340,2001-12-16
35341,2005-03-17
35342,2015-01-01
35343,1982-07-01
35344,1980-10-30
35345,2014-11-29
35346,2015-04-25
35347,2014-09-10
35348,2014-02-26
35349,2014-12-06
35350,2004-09-10
35351,1998-08-28
35352,1988-08-26
35353,1987-08-28
35354,1986-08-29
35355,1983-09-30
35356,1982-09-17
35357,1981-10-16
35358,1980-11-26
35359,1979-10-12
35360,1978-08-25
35361,1977-08-26
35362,1976-08-27
35363,1975-08-29
35364,2015-01-27
35365,2003-11-30
35366,2016-01-28
35367,1956-12-21
35368,1991-12-20
35369,1956-04-12
35370,1956-01-01
35371,1946-05-26
35372,1948-08-11
35373,1946-12-02
35374,1942-08-21
35375,1940-08-09
35376,2016-01-25
35377,1972-02-10
35378,1986-10-23
35379,1989-04-27
35380,2008-10-13
35381,2002-01-01
35382,1998-01-01
35383,2002-06-30
35384,2007-10-09
35385,2010-01-22
35386,1981-01-01
35387,2012-04-27
35388,2003-12-28
35389,1977-12-04
35390,2015-09-06
35391,2016-11-04
35392,2014-04-12
35393,2015-06-04
35394,2015-06-09
35395,2013-03-22
35396,2013-11-16
35397,2016-02-10
35398,2015-10-16
35399,2015-10-16
35400,2015-12-25
35401,2015-12-18
35402,2005-04-25
35403,2007-10-18
35404,2014-11-23
35405,2015-12-05
35406,2015-12-01
35407,2015-11-29
35408,2015-11-25
35409,2015-05-02
35410,2015-08-29
35411,2015-11-15
35412,2015-11-01
35413,2015-11-07
35414,2015-11-08
35415,2015-11-14
35416,2015-11-22
35417,2015-11-15
35418,2015-11-26
35419,2015-11-27
35420,2015-12-06
35421,2015-12-12
35422,2015-12-19
35423,1972-01-01
35424,2015-12-24
35425,2016-01-23
35426,1991-03-16
35427,1988-03-12
35428,1988-02-06
35429,2008-12-16
35430,2004-07-30
35431,2015-01-23
35432,2006-06-17
35433,2008-12-17
35434,2014-06-13
35435,2003-12-13
35436,2010-03-27
35437,2005-04-12
35438,2006-01-03
35439,2008-02-23
35440,2006-07-22
35441,2010-12-08
35442,2010-09-11
35443,1999-03-27
35444,2010-08-10
35445,2011-04-23
35446,2007-09-11
35447,2005-09-17
35448,2010-11-13
35449,2007-12-27
35450,2009-08-12
35451,2011-02-11
35452,2006-06-03
35453,2010-06-05
35454,2010-05-08
35455,2011-08-05
35456,2008-02-10
35457,2003-08-11
35458,2011-12-06
35459,2005-06-10
35460,2008-10-31
35461,2009-02-28
35462,2005-12-01
35463,2012-05-17
35464,2014-12-14
35465,2008-12-09
35466,2006-09-05
35467,2010-08-12
35468,2004-10-01
35469,2012-11-15
35470,2012-10-18
35471,2012-12-05
35472,2012-08-31
35473,2011-10-20
35474,2011-12-01
35475,1992-10-24
35476,2013-08-08
35477,2014-12-13
35478,2005-01-01
35479,1936-12-20
35480,2015-06-10
35481,1987-10-01
35482,1991-12-18
35483,1986-05-14
35484,1947-09-26
35485,2015-12-26
35486,2015-03-14
35487,2005-05-27
35488,1987-08-11
35489,2001-01-25
35490,1977-12-03
35491,2013-08-06
35492,2012-12-26
35493,2016-03-18
35494,1948-05-01
35495,1939-04-29
35496,1931-01-10
35497,1936-02-14
35498,1941-07-26
35499,1940-07-19
35500,2012-02-24
35501,2015-10-01
35502,2010-09-15
35503,2008-12-03
35504,1979-07-01
35505,2011-11-06
35506,2014-11-09
35507,2013-11-23
35508,2015-08-22
35509,2015-12-11
35510,2011-11-23
35511,2015-12-23
35512,2016-01-04
35513,2013-09-17
35514,2014-10-17
35515,2013-11-01
35516,2011-10-11
35517,2008-02-09
35518,2010-10-29
35519,2013-02-04
35520,2015-12-18
35521,2014-04-24
35522,1974-07-01
35523,2014-04-20
35524,2015-12-17
35525,2013-05-24
35526,1961-06-16
35527,2004-09-18
35528,2015-01-02
35529,2014-10-23
35530,2015-12-04
35531,1940-12-18
35532,1941-01-01
35533,1942-03-10
35534,1945-02-16
35535,1956-09-29
35536,1962-10-30
35537,2015-05-16
35538,2011-04-24
35539,2015-01-22
35540,1946-12-08
35541,2015-12-14
35542,2015-06-24
35543,2010-09-06
35544,2012-11-21
35545,2015-08-07
35546,1975-07-18
35547,2014-03-09
35548,2015-02-28
35549,1960-01-01
35550,1978-02-08
35551,2007-03-27
35552,1991-01-01
35553,2015-07-20
35554,2001-09-28
35555,2008-03-18
35556,2015-09-16
35557,1972-01-31
35558,1968-05-07
35559,2009-06-26
35560,2010-10-15
35561,2007-03-30
35562,2011-06-03
35563,2011-04-29
35564,2009-09-25
35565,1976-02-11
35566,1998-06-01
35567,2015-06-19
35568,2011-10-10
35569,2015-08-29
35570,2012-12-24
35571,2012-06-01
35572,2014-04-15
35573,2014-12-06
35574,2008-11-04
35575,2006-11-07
35576,2007-11-07
35577,2013-02-19
35578,2005-01-01
35579,1920-10-01
35580,2015-06-26
35581,2015-11-04
35582,2015-12-23
35583,2015-04-21
35584,2014-12-10
35585,1993-09-17
35586,2015-09-30
35587,2004-01-16
35588,2005-12-21
35589,2005-07-08
35590,2013-08-14
35591,2012-03-17
35592,2012-04-21
35593,2014-01-15
35594,2010-10-24
35595,2011-04-01
35596,2007-08-15
35597,2014-08-25
35598,2007-09-09
35599,2000-06-07
35600,2008-01-01
35601,2010-09-16
35602,2009-03-20
35603,2014-02-01
35604,2012-04-25
35605,2009-07-09
35606,2008-10-11
35607,2012-08-03
35608,2008-12-20
35609,2009-05-23
35610,2014-01-22
35611,2010-02-20
35612,2013-12-17
35613,1994-01-01
35614,2000-02-18
35615,2003-10-20
35616,1998-01-16
35617,2015-05-15
35618,1980-09-01
35619,2016-02-04
35620,2003-09-28
35621,2011-04-22
35622,2013-02-28
35623,1948-03-07
35624,1938-06-17
35625,2005-11-07
35626,1922-08-05
35627,1933-04-15
35628,1935-01-01
35629,1957-03-31
35630,2010-12-24
35631,2000-01-01
35632,2015-05-19
35633,1931-02-15
35634,2014-10-24
35635,1934-11-15
35636,1966-03-09
35637,1949-12-29
35638,2014-07-31
35639,2012-01-03
35640,1996-04-19
35641,2011-12-08
35642,1980-09-18
35643,1965-01-01
35644,1932-09-08
35645,2009-03-11
35646,2002-09-01
35647,2011-11-23
35648,2006-02-08
35649,2012-02-29
35650,2009-12-09
35651,2008-10-08
35652,2007-02-08
35653,2005-11-16
35654,2008-03-26
35655,1989-11-01
35656,2010-10-20
35657,2009-04-29
35658,2010-12-08
35659,2012-03-28
35660,1994-11-24
35661,2010-02-10
35662,2010-09-08
35663,2006-03-15
35664,2012-12-18
35665,2005-10-12
35666,1981-03-07
35667,2011-12-14
35668,2010-12-08
35669,1999-10-14
35670,2005-03-16
35671,1993-01-01
35672,2006-01-01
35673,2009-10-28
35674,2011-10-26
35675,2002-09-28
35676,2004-11-17
35677,2012-09-19
35678,2005-12-21
35679,2007-08-08
35680,2009-01-28
35681,2013-01-16
35682,2010-09-29
35683,1966-09-05
35684,2013-02-04
35685,1977-02-23
35686,1991-03-01
35687,1997-10-23
35688,2001-10-24
35689,1999-01-01
35690,2011-08-24
35691,2009-05-16
35692,2000-12-07
35693,1985-03-14
35694,2008-09-17
35695,1996-12-04
35696,2013-03-26
35697,2006-07-19
35698,1983-07-01
35699,1952-10-09
35700,2014-01-15
35701,1952-09-03
35702,1965-07-02
35703,1958-11-22
35704,2013-09-09
35705,2008-09-05
35706,1972-01-01
35707,1988-05-13
35708,2011-01-01
35709,2015-02-10
35710,2016-01-01
35711,1947-08-28
35712,1950-02-21
35713,1952-09-26
35714,1956-11-27
35715,1968-12-08
35716,1936-12-01
35717,2012-12-19
35718,2015-02-01
35719,2015-02-13
35720,2012-01-13
35721,2014-08-17
35722,2013-11-15
35723,2008-08-13
35724,2012-09-21
35725,2015-02-28
35726,2014-01-15
35727,2011-01-24
35728,2015-02-06
35729,2013-01-21
35730,2017-03-17
35731,2012-01-06
35732,2016-01-01
35733,2009-03-11
35734,2011-02-25
35735,2011-04-21
35736,2015-11-06
35737,2015-12-18
35738,2015-10-15
35739,2015-09-17
35740,2015-10-02
35741,2015-09-27
35742,2015-10-02
35743,2014-10-30
35744,2014-09-20
35745,2012-11-15
35746,1991-11-25
35747,2012-11-27
35748,2016-01-07
35749,2010-11-18
35750,2014-03-14
35751,2012-11-02
35752,2012-01-05
35753,1957-01-01
35754,1958-11-01
35755,1960-03-18
35756,2001-01-05
35757,2015-09-17
35758,2012-10-03
35759,2010-06-18
35760,2009-12-04
35761,2008-08-22
35762,2012-06-01
35763,2014-10-05
35764,2013-03-15
35765,2014-09-19
35766,2016-01-07
35767,2014-10-02
35768,2015-02-20
35769,1978-05-01
35770,1982-05-14
35771,2015-01-15
35772,2012-10-12
35773,1938-06-09
35774,2011-02-25
35775,2014-11-21
35776,2012-05-02
35777,2014-09-04
35778,2014-04-06
35779,2000-07-22
35780,2009-03-26
35781,1997-03-15
35782,2012-10-20
35783,1999-05-09
35784,2011-01-01
35785,2012-10-13
35786,2007-05-03
35787,2007-08-25
35788,2001-08-01
35789,2014-02-01
35790,2015-01-14
35791,2015-03-21
35792,1963-02-21
35793,1989-01-20
35794,2015-12-11
35795,1950-09-11
35796,1973-01-05
35797,1971-10-06
35798,1969-06-07
35799,1964-11-10
35800,1957-08-01
35801,1955-07-21
35802,1955-01-25
35803,1953-12-01
35804,1980-03-01
35805,1977-03-10
35806,1974-10-23
35807,1973-07-31
35808,2007-10-18
35809,1968-02-20
35810,2009-06-19
35811,2016-01-08
35812,2014-09-18
35813,2010-10-08
35814,2015-01-22
35815,2010-10-22
35816,1981-10-01
35817,2008-02-01
35818,1997-11-29
35819,2008-03-12
35820,2015-08-07
35821,1996-09-28
35822,1974-01-01
35823,1985-06-01
35824,2013-12-12
35825,2013-10-11
35826,2014-02-09
35827,2013-10-26
35828,1970-10-22
35829,1932-11-06
35830,1933-01-01
35831,1935-10-22
35832,1937-04-15
35833,1937-12-25
35834,1955-11-01
35835,2015-12-25
35836,2014-06-24
35837,2012-05-07
35838,2016-01-15
35839,2015-03-14
35840,2012-11-15
35841,2015-10-04
35842,2011-10-26
35843,2014-05-02
35844,1978-03-12
35845,1973-01-01
35846,2012-01-10
35847,2006-04-05
35848,1987-09-06
35849,2010-01-03
35850,2015-01-28
35851,1965-05-26
35852,1957-05-23
35853,1976-05-02
35854,2015-03-24
35855,1992-12-23
35856,2013-11-22
35857,2016-01-08
35858,2013-12-04
35859,2014-10-23
35860,1974-05-24
35861,1931-08-22
35862,2011-01-01
35863,2012-03-01
35864,2015-09-24
35865,2010-05-10
35866,2015-09-09
35867,1973-08-16
35868,2014-01-15
35869,2015-01-31
35870,2015-12-02
35871,2015-07-23
35872,1966-12-19
35873,1984-09-06
35874,2014-01-01
35875,2016-01-12
35876,2014-01-06
35877,2011-02-10
35878,2011-12-02
35879,2011-10-13
35880,2014-06-27
35881,2013-12-05
35882,1974-04-18
35883,1979-12-11
35884,1981-02-08
35885,1968-06-05
35886,2013-05-08
35887,2014-07-26
35888,1960-08-31
35889,2016-01-14
35890,2015-07-11
35891,2016-01-14
35892,2012-08-30
35893,2009-10-05
35894,2014-08-08
35895,2012-03-03
35896,1957-12-01
35897,2014-09-25
35898,1920-05-21
35899,1921-11-01
35900,1954-01-29
35901,2012-11-23
35902,1959-12-04
35903,1960-10-24
35904,2004-04-16
35905,2013-04-11
35906,2016-01-08
35907,2014-08-25
35908,2011-11-26
35909,1996-09-15
35910,2011-04-22
35911,2003-05-01
35912,2014-03-11
35913,2011-11-25
35914,2009-03-12
35915,2007-01-07
35916,2011-07-26
35917,1973-01-01
35918,2008-01-01
35919,2006-11-03
35920,2007-10-05
35921,1999-06-18
35922,1997-09-27
35923,2011-02-25
35924,1990-01-26
35925,2008-07-05
35926,2005-08-01
35927,2005-09-13
35928,2004-08-21
35929,2013-09-05
35930,2009-04-17
35931,2012-11-19
35932,2012-12-28
35933,2014-11-07
35934,2008-12-26
35935,2014-07-19
35936,1974-10-01
35937,1970-08-06
35938,1969-01-05
35939,2011-12-16
35940,1985-02-04
35941,1940-01-01
35942,2008-04-07
35943,2005-03-09
35944,1940-04-26
35945,1939-02-01
35946,2011-04-22
35947,2008-12-25
35948,1935-09-07
35949,1918-08-01
35950,1939-01-01
35951,1948-11-29
35952,2015-03-21
35953,1948-10-10
35954,1938-04-01
35955,1938-04-29
35956,2015-09-04
35957,2015-09-25
35958,2007-06-29
35959,1954-09-30
35960,1954-03-16
35961,1983-10-08
35962,1974-01-01
35963,1964-01-01
35964,1931-03-06
35965,1925-12-22
35966,1933-02-18
35967,1967-12-22
35968,1963-11-13
35969,1962-03-20
35970,1960-11-30
35971,1959-04-24
35972,1957-10-18
35973,1956-04-13
35974,1955-03-18
35975,1952-12-17
35976,1951-03-28
35977,1947-01-15
35978,1944-12-22
35979,1943-10-29
35980,1939-09-07
35981,1939-03-24
35982,1936-02-13
35983,1934-12-14
35984,1930-07-03
35985,1932-11-03
35986,1928-01-06
35987,2015-12-25
35988,1952-12-28
35989,1946-01-01
35990,2009-09-01
35991,1987-01-01
35992,1975-09-10
35993,2006-10-05
35994,2012-03-11
35995,2015-05-06
35996,1987-06-12
35997,1989-05-02
35998,1990-05-20
35999,1993-08-18
36000,1993-06-30
36001,1988-01-01
36002,1991-07-13
36003,1995-01-01
36004,2015-11-26
36005,1977-12-07
36006,1965-03-05
36007,2016-09-23
36008,2016-02-06
36009,2016-06-24
36010,2016-01-14
36011,2016-01-14
36012,2016-04-27
36013,2016-01-14
36014,2004-09-24
36015,1996-01-01
36016,2011-03-25
36017,2004-01-17
36018,2016-03-22
36019,2003-04-27
36020,2013-07-10
36021,1978-11-10
36022,2015-02-10
36023,2013-03-03
36024,1976-11-01
36025,1975-01-17
36026,1979-01-01
36027,2010-01-01
36028,2014-06-13
36029,2013-08-25
36030,2000-09-12
36031,2009-06-25
36032,2009-09-15
36033,1963-04-22
36034,1964-06-27
36035,1965-08-08
36036,2014-05-10
36037,1966-02-17
36038,1966-10-07
36039,1967-03-22
36040,2009-11-26
36041,1960-08-30
36042,2002-01-01
36043,2005-09-03
36044,1978-04-02
36045,1977-03-09
36046,2011-12-20
36047,2012-05-16
36048,2016-02-26
36049,2016-01-22
36050,2016-02-12
36051,1968-01-07
36052,1968-11-23
36053,1969-01-01
36054,1971-02-05
36055,1971-06-26
36056,1991-09-18
36057,1978-06-01
36058,2012-05-31
36059,1998-04-16
36060,2002-07-11
36061,2006-06-23
36062,2009-03-05
36063,2009-11-27
36064,2012-06-01
36065,2014-02-02
36066,1983-01-01
36067,2016-01-22
36068,2006-08-03
36069,2009-01-01
36070,2015-01-30
36071,2013-10-04
36072,2013-05-01
36073,2015-10-21
36074,2008-10-23
36075,2014-06-19
36076,2014-10-28
36077,2014-08-30
36078,1968-01-01
36079,2012-09-23
36080,1999-04-22
36081,2014-09-05
36082,2014-04-17
36083,1999-07-17
36084,2015-09-18
36085,2015-10-30
36086,2015-07-03
36087,2015-10-07
36088,1970-06-20
36089,1977-12-17
36090,2003-09-19
36091,1991-01-01
36092,1995-06-06
36093,2004-08-04
36094,2013-02-07
36095,1963-10-25
36096,2013-09-11
36097,2007-01-10
36098,2012-11-15
36099,2010-02-06
36100,2015-12-04
36101,2016-01-22
36102,2014-10-09
36103,2015-01-24
36104,2015-09-24
36105,2009-10-24
36106,2015-08-01
36107,2016-03-04
36108,2016-03-01
36109,2015-11-17
36110,2015-03-30
36111,2010-08-19
36112,2007-06-06
36113,2016-01-26
36114,2010-01-13
36115,2005-10-06
36116,2015-05-14
36117,2012-01-01
36118,2016-01-22
36119,2014-08-01
36120,2015-04-12
36121,2013-10-18
36122,2016-01-22
36123,2015-09-11
36124,1978-07-01
36125,2016-01-22
36126,2014-08-13
36127,1991-02-27
36128,2012-10-12
36129,2015-04-27
36130,1983-01-01
36131,2008-08-09
36132,2013-09-01
36133,2011-07-22
36134,2005-01-01
36135,1938-05-11
36136,2014-11-06
36137,2015-07-23
36138,2003-11-04
36139,2016-01-27
36140,2002-03-31
36141,1959-08-06
36142,2013-01-20
36143,1990-11-02
