,title,vote_count,vote_average,release_year
36924,The Last Days of Emma Blank,8.0,6.3,2009
36925,In the Presence of a Clown,5.0,7.6,1997
36926,Spoon,0.0,0.0,2005
36927,Die letzte Rache,2.0,8.3,1982
36928,Confessions of Loving Couples,0.0,0.0,1967
36929,The Life & Adventures of Santa Claus,2.0,7.5,2000
36930,Light Keeps Me Company,2.0,7.5,2000
36931,Long Gone,0.0,0.0,2003
36932,Man van staal,1.0,6.5,1999
36933,Misa mi,0.0,0.0,2003
36934,Mods,1.0,5.0,2002
36935,Hollow City,1.0,8.0,2006
36936,Night Games,6.0,6.3,1966
36937,The Wishing Tree,4.0,5.8,1977
36938,The Nun,1.0,6.0,2007
36939,New Mischief by Emil,15.0,6.1,1972
36940,Ochtendzwemmers,0.0,0.0,2001
36941,Oriana,5.0,3.8,1985
36942,Paradise girls,0.0,0.0,2005
36943,Paul dans sa vie,2.0,4.8,2006
36944,Victory in the Ukraine and the Expulsion of the Germans from the Boundaries of the Ukrainian Soviet Earth,0.0,0.0,1945
36945,The Polish Bride,4.0,6.8,1998
36946,Princess,0.0,0.0,1969
36947,The Proud Princess,7.0,6.7,1952
36948,Life Hits,6.0,6.5,2006
36949,Never Travel on a One Way Ticket,0.0,0.0,1987
36950,Dreams of Dust,2.0,8.5,2008
36951,The Robber Symphony,0.0,0.0,1937
36952,The Tale of the Fox,8.0,6.0,1937
36953,Schoffies,0.0,0.0,2006
36954,Beware of My Love,0.0,0.0,1998
36955,The Tale of Tsar Saltan,4.0,6.0,1984
36956,The Snow Queen,17.0,5.8,1957
36957,Current,3.0,6.7,1963
36958,Sonja,2.0,6.0,2006
36959,Pleasant Days,3.0,5.8,2002
36960,The Strange Vengeance of Rosalie,1.0,5.0,1972
36961,The Foot Shooting Party,1.0,6.0,1994
36962,Innocent Sorcerers,3.0,7.7,1960
36963,Sunny in the Dark,0.0,0.0,2015
36964,Chronic,16.0,5.3,2015
36965,The Black Castle,7.0,6.7,1952
36966,Highway Dragnet,4.0,5.6,1954
36967,The Crooked Web,4.0,5.8,1955
36968,East of Sudan,3.0,4.8,1964
36969,Maledimiele,7.0,6.7,2012
36970,Tamas and Juli,1.0,6.0,1997
36971,Voyage in Time,7.0,5.8,1983
36972,Hush!,4.0,5.3,2003
36973,Gesualdo: Death for Five Voices,4.0,7.0,1995
36974,Tussenland,0.0,0.0,2002
36975,Killed by Lightning,1.0,8.0,2002
36976,Uttara,0.0,0.0,2000
36977,Summer of Goliath,1.0,5.0,2011
36978,I Know I'll See Your Face Again,0.0,0.0,2001
36979,Hounded,7.0,4.8,2006
36980,"Work Hard, Play Hard",5.0,5.5,2004
36981,Harvest Time,1.0,5.0,2004
36982,Water and Power,4.0,9.0,1989
36983,The Phantom,0.0,0.0,1984
36984,Twelve Chairs,0.0,0.0,2004
36985,Last Known Address,8.0,7.1,1970
36986,The Sewers of Paradise,4.0,6.0,1979
36987,Doraemon:貓狗時空傳,0.0,0.0,2004
36988,Le Ruffian,6.0,6.7,1983
36989,Promise,2.0,5.5,2005
36990,Diving Into the Unknown,7.0,7.0,2016
36991,A Night In the Woods,4.0,3.5,2012
36992,Future War,11.0,2.0,1997
36993,White Fire,5.0,6.1,1984
36994,"Chau, Beyond the Lines",1.0,6.0,2015
36995,Friend,9.0,7.7,2015
36996,Bear Story,30.0,7.8,2014
36997,3 Braves,2.0,7.5,2015
36998,Hellions,60.0,3.8,2015
36999,My Tomorrow,1.0,5.0,2011
37000,Welcome,26.0,6.5,2007
37001,No Smoking,7.0,6.0,2007
37002,Dil Dosti Etc,2.0,6.5,2007
37003,Dus Kahaniyaan,4.0,4.8,2007
37004,The Train: Some Lines Shoulder Never Be Crossed...,1.0,5.0,2007
37005,Awarapan,10.0,6.3,2007
37006,"Good Boy, Bad Boy",3.0,3.0,2007
37007,Bheja Fry,11.0,7.4,2007
37008,MP3: Mera Pehla Pehla Pyaar,4.0,4.1,2007
37009,Dhol,7.0,5.9,2007
37010,The Disenchanted,6.0,5.0,1990
37011,Jaane Tu... Ya Jaane Na,37.0,6.7,2008
37012,Bachna Ae Haseeno,20.0,6.5,2008
37013,Fashion,28.0,5.9,2008
37014,Dostana,42.0,6.4,2008
37015,Krazzy 4,8.0,4.5,2008
37016,Bhoothnath,29.0,6.3,2008
37017,Halla Bol,5.0,5.2,2008
37018,Maharathi,1.0,7.0,2008
37019,Golmaal Returns,14.0,4.3,2008
37020,Jannat,9.0,5.1,2008
37021,Boris Without Beatrice,2.0,5.0,2016
37022,Las Plantas,1.0,0.0,2017
37023,Depth Two,1.0,4.0,2016
37024,Hotel Dallas,1.0,8.0,2016
37025,Tashan,9.0,3.9,2008
37026,Lily Lane,0.0,0.0,2016
37027,Phoonk,5.0,3.5,2008
37028,EMI: Liya Hai To Chukana Padega,1.0,4.0,2008
37029,Karzzzz,3.0,1.3,2008
37030,Y.M.I. - Yeh Mera India,0.0,0.0,2009
37031,"Waiter, Scarper!",8.0,7.0,1981
37032,Sin hijos,16.0,6.8,2015
37033,We Were Once a Fairytale,0.0,0.0,2008
37034,Mammal,1.0,10.0,2016
37035,Scenes from the Suburbs,13.0,6.7,2011
37036,To Die By Your Side,4.0,6.5,2011
37037,The American Dreamer,5.0,6.0,1971
37038,"André Hazes, Zij Gelooft in Mij",3.0,6.7,2000
37039,Babushka,6.0,5.5,2004
37040,Beperkt houdbaar,0.0,0.0,2007
37041,Ape and Super-Ape,0.0,0.0,1972
37042,The Quiet Love,3.0,6.0,2005
37043,Bloody Cartoons,1.0,8.0,2007
37044,Body Language,0.0,0.0,1995
37045,Chermeni,0.0,0.0,1970
37046,Dallas Pashamende,0.0,0.0,2005
37047,O Diabo a Quatro,3.0,4.8,2005
37048,Domésticas,5.0,6.2,2001
37049,Boy,4.0,5.3,2011
37050,Thunderclump,4.0,6.3,1974
37051,Island Guests,1.0,8.0,2005
37052,"My God, My God, Why Hast Thou Forsaken Me?",7.0,7.1,2005
37053,Violent Summer,10.0,6.7,1959
37054,Eve's Christmas,3.0,4.5,2004
37055,The Eternal Jew,12.0,4.0,1940
37056,Female,3.0,5.7,2005
37057,Loco Fever,2.0,8.0,2001
37058,Flipping Out - Israel's Drug Generation,1.0,6.0,2008
37059,Leda - The Fantastic Adventure of Yohko,2.0,5.8,1985
37060,De Gulle Minnaar,3.0,5.0,1990
37061,Herbstmilch,0.0,0.0,1989
37062,A Man and a Woman: 20 Years Later,2.0,6.0,1986
37063,I’m Glad My Mother Is Alive,4.0,6.3,2009
37064,Mariages !,27.0,5.1,2004
37065,Srimanthudu,8.0,6.8,2015
37066,Dookudu,8.0,5.3,2011
37067,Businessman,9.0,6.9,2012
37068,Pokiri,8.0,6.5,2006
37069,Khaleja,7.0,5.9,2010
37070,Athadu,7.0,6.6,2005
37071,Okkadu,4.0,6.3,2003
37072,Murari,3.0,4.7,2001
37073,Time Runner,5.0,4.6,1993
37074,Jalsa,4.0,7.3,2008
37075,Atharintiki Daaredi,10.0,6.6,2013
37076,Gabbar Singh,6.0,5.1,2012
37077,Race Gurram,6.0,6.0,2014
37078,Cameraman Ganga Tho Rambabu,4.0,4.9,2012
37079,Panjaa,6.0,5.5,2011
37080,Julayi,9.0,5.4,2012
37081,Eega,33.0,6.7,2012
37082,Chatrapathi,3.0,4.5,2005
37083,Vikramarkudu,7.0,5.5,2006
37084,Simhadri,3.0,6.7,2003
37085,Roboshark,12.0,4.7,2015
37086,Curse of the Wolf,3.0,4.7,2006
37087,Skull Forest,2.0,3.0,2012
37088,Swamp Zombies!!!,3.0,3.3,2005
37089,L'ange de goudron,0.0,0.0,2001
37090,"Italy: Love It, or Leave it",3.0,6.3,2011
37091,The Third Eye,2.0,6.0,1966
37092,The Dark Side Of Chocolate,2.0,7.0,2010
37093,4th Man Out,97.0,6.8,2016
37094,99,5.0,5.6,2009
37095,The Stoneman Murders,0.0,0.0,2009
37096,8 X 10 Tasveer,5.0,4.2,2009
37097,Kike Like Me,0.0,0.0,2007
37098,Room 205,5.0,4.4,2007
37099,Kingdom of Crooked Mirrors,9.0,6.0,1963
37100,Northern Light,1.0,6.0,2006
37101,Loverboy,2.0,6.5,2003
37102,Lucid,0.0,0.0,2005
37103,Een Maand Later,0.0,0.0,1987
37104,La maison,0.0,0.0,2007
37105,"Meine Frau, meine Freunde und ich",0.0,0.0,2004
37106,The Girl with the Red Hair,3.0,6.3,1981
37107,Mechanics of the Brain,1.0,5.0,1926
37108,Mémoire de glace,1.0,7.0,2007
37109,The Colonel,1.0,5.0,2006
37110,A Tale of a Naughty Girl,3.0,7.0,2003
37111,Een Monument voor een Gorilla,0.0,0.0,1987
37112,All The Best,12.0,6.0,2009
37113,Mutum,1.0,9.0,2007
37114,Agyaat,3.0,5.3,2009
37115,O princezně Jasněnce a létajícím ševci,3.0,4.8,1987
37116,Oh Jonathan – oh Jonathan!,1.0,6.0,1973
37117,The Indecent Woman,6.0,5.8,1991
37118,Ora o mai più,2.0,7.0,2003
37119,Winky's Horse,11.0,6.3,2005
37120,Lily Sometimes,15.0,5.9,2010
37121,Kisna: The Warrior Poet,3.0,6.7,2005
37122,Perpetrators of the Crime,0.0,0.0,2000
37123,Dig Your Grave Friend... Sabata's Coming,0.0,0.0,1971
37124,And the Crows Will Dig Your Grave,0.0,0.0,1971
37125,Exorcismo,2.0,7.5,1975
37126,The Last Man on the Moon,21.0,6.3,2016
37127,The Killer Wore Gloves,2.0,5.5,1974
37128,Dad's Army,83.0,4.7,2016
37129,Two Men in Town,22.0,6.8,1973
37130,Ringing Bell,5.0,7.2,1978
37131,Night Flight,11.0,7.8,2014
37132,Dabangg,49.0,5.9,2010
37133,Khatta Meetha,10.0,5.1,2010
37134,Golmaal 3,17.0,5.0,2010
37135,"Dear Guest, When Will You Leave?",9.0,6.2,2010
37136,Rakht Charitra,7.0,5.4,2010
37137,Kaalo,2.0,2.8,2010
37138,No Home Movie,7.0,8.1,2015
37139,984: Prisoner of the Future,0.0,0.0,1982
37140,Robo Vampire,6.0,3.6,1988
37141,Il giorno in più,24.0,6.2,2011
37142,The Girl in the Yellow Pajamas,3.0,6.8,1977
37143,Il Paramedico,2.0,5.0,1982
37144,Bloodlock,2.0,3.3,2008
37145,Shor in the City,9.0,6.5,2011
37146,Yeh Saali Zindagi,6.0,4.8,2011
37147,No One Killed Jessica,21.0,6.5,2011
37148,Bodyguard,29.0,5.2,2011
37149,Thank You,16.0,5.7,2011
37150,404: Error Not Found,3.0,5.2,2011
37151,Shuttlecock Boys,1.0,10.0,2012
37152,1920: Evil Returns,5.0,5.4,2012
37153,Ghost,1.0,4.5,2012
37154,Chhodo Kal Ki Baatein,0.0,0.0,2012
37155,Idiot in Paris,2.0,6.0,1967
37156,Spike Island,31.0,6.8,2012
37157,Behavior,14.0,7.0,2014
37158,Conspiracy Encounters,2.0,2.5,2016
37159,Family Film,3.0,7.0,2016
37160,Blackbird,10.0,5.4,2014
37161,Pretpark Nederland,0.0,0.0,2006
37162,Farewell to the Summer Light,3.0,8.0,1968
37163,Sharunas Bartas: An Army of One,0.0,0.0,2010
37164,Der Struwwelpeter,1.0,7.0,1955
37165,The Embryo Hunts in Secret,9.0,6.2,1966
37166,The Rashevski Tango,1.0,7.0,2003
37167,Next Stop Paradise,7.0,8.0,1998
37168,Trench of Hope,2.0,8.0,2003
37169,Three Seats for the 26th,2.0,6.5,1988
37170,Trying to Kiss the Moon,0.0,0.0,1994
37171,Uitgesloten,0.0,0.0,2001
37172,The chosen,2.0,5.3,2006
37173,Uno,10.0,6.8,2004
37174,Barbara the Fair with the Silken Hair,5.0,6.1,1969
37175,Visions of Suffering,1.0,3.0,2006
37176,The Fabulous World of Jules Verne,14.0,6.4,1958
37177,The War of the Worlds: Next Century,4.0,6.5,1981
37178,The Wooden Camera,3.0,7.0,2004
37179,The World's Greatest Sinner,2.0,6.5,1962
37180,A Private Affair,4.0,4.1,2002
37181,All Stars,6.0,6.8,1997
37182,Les amants du bagne,1.0,7.0,2005
37183,The Art of Football from A to Z,1.0,6.0,2007
37184,Aung San Suu Kyi - Lady of No Fear,0.0,0.0,2010
37185,The Jester's Tale,2.0,7.0,1964
37186,The Sin,3.0,6.0,2004
37187,All About Love,3.0,5.8,2001
37188,Drei weiße Birken,1.0,4.0,1961
37189,Last Day of Freedom,3.0,7.3,2015
37190,The Watcher in the Attic,4.0,7.5,1976
37191,Escort,3.0,6.3,2006
37192,Exposed,12.0,5.1,1971
37193,Le festin de la mante,3.0,5.3,2004
37194,De Flat,2.0,7.0,1994
37195,The Great Global Warming Swindle,18.0,6.7,2007
37196,Nails,1.0,5.5,2003
37197,Hammer & Tickle,3.0,8.3,2007
37198,Hata Göteborg,1.0,8.0,2007
37199,Critique of Separation,4.0,7.0,1961
37200,Open Season: Scared Silly,57.0,5.5,2015
37201,Les oiseaux de passage,0.0,0.0,2015
37202,Becoming Mike Nichols,3.0,6.7,2016
37203,Homegrown: The Counter-Terror Dilemma,1.0,8.0,2016
37204,Aligarh,9.0,7.3,2016
37205,A Girl in the River: The Price of Forgiveness,9.0,8.1,2015
37206,Berth Marks,14.0,7.1,1929
37207,Triangle: Remembering the Fire,0.0,0.0,2011
37208,100 Million BC,26.0,3.1,2008
37209,Behave Yourself!,5.0,6.3,1951
37210,Chemical Wedding,8.0,5.8,2008
37211,Go Man Go,1.0,5.0,1954
37212,Band of Angels,7.0,5.0,1957
37213,The Lost Man,0.0,0.0,1969
37214,Plan 9,14.0,4.1,2015
37215,The History of Eternity,4.0,8.3,2014
37216,Kiss Of Life,11.0,5.6,2007
37217,Κλέφτες,1.0,8.0,2007
37218,Alter Ego,2.0,4.5,2007
37219,Straight Story,6.0,5.2,2006
37220,Loafing and Camouflage: Sirens in the Aegean,8.0,6.6,2005
37221,Loafing and Camouflage: I-4,6.0,4.9,2008
37222,Gordon's War,0.0,0.0,1973
37223,They Eat Scum,1.0,6.0,1979
37224,Twist,0.0,0.0,1992
37225,Commando - A One Man Army,11.0,6.0,2013
37226,Boss,23.0,5.5,2013
37227,Jolly LLB,21.0,6.9,2013
37228,Shuddh Desi Romance,29.0,5.7,2013
37229,Ek Thi Daayan,8.0,5.6,2013
37230,Kustom Kar Kommandos,10.0,7.1,1965
37231,Leben nach Microsoft,2.0,4.8,2001
37232,The Barkley Marathons: The Race That Eats Its Young,25.0,8.1,2014
37233,Killer Cop,0.0,0.0,2002
37234,Underwater Impressions,5.0,6.6,2002
37235,In Orange,6.0,7.0,2004
37236,I Am a Nymphomaniac,3.0,3.7,1971
37237,The King's Beard,0.0,0.0,2002
37238,Kiss and Run,0.0,0.0,2002
37239,Little Blond Death,10.0,7.2,1993
37240,The Little Polar Bear,11.0,5.7,2001
37241,Der Kronzeuge,2.0,6.0,2007
37242,Kooky,11.0,6.8,2010
37243,The Last Summer,1.0,7.0,2007
37244,Naked Paradise,0.0,0.0,2002
37245,On Our Own,1.0,9.5,1998
37246,Nuits rouges,3.0,6.7,1974
37247,Oysters at Nam Kee's,5.0,4.6,2002
37248,Offset,0.0,0.0,2006
37249,Olga's House of Shame,4.0,5.3,1964
37250,Otto er et næsehorn,3.0,5.7,1983
37251,The Plank,9.0,6.4,1967
37252,Prince and the Evening Star,5.0,5.4,1979
37253,Annaluise & Anton,7.0,7.3,1999
37254,Directed by Andrei Tarkovsky,2.0,7.0,1988
37255,"Danny, The Champion of the World",8.0,4.9,1989
37256,Le roman de Georgette,1.0,6.0,2003
37257,Rot ist die Liebe,1.0,5.0,1957
37258,Shattered Glass,3.0,5.7,2002
37259,The Seventh Juror,12.0,6.6,1962
37260,Shelter Island,4.0,4.5,2003
37261,Skin,5.0,6.6,2008
37262,The Snowman,0.0,0.0,2009
37263,The Purse Snatcher,0.0,0.0,1995
37264,Teenage Angst,2.0,5.3,2008
37265,Teenage Gang Debs,0.0,0.0,1966
37266,Die Tigerin,0.0,0.0,1992
37267,Wolf Summer,9.0,5.4,2003
37268,En Route,2.0,8.5,2004
37269,Kara Bela,11.0,6.8,2015
37270,Women Talking Dirty,2.0,3.5,2001
37271,Zadelpijn,2.0,2.8,2007
37272,The Fearless Triplets,1.0,5.5,2004
37273,Swan Lake,3.0,7.0,1981
37274,Die Abrafaxe - Unter schwarzer Flagge,6.0,5.8,2001
37275,The Acid Eaters,3.0,5.0,1968
37276,Love and Magnets,6.0,6.0,2004
37277,Aksuat,0.0,0.0,1997
37278,Allyson Is Watching,1.0,6.0,1999
37279,Ma Ma,36.0,5.9,2015
37280,Singham Returns,27.0,6.0,2014
37281,Raja Natwarlal,8.0,5.5,2014
37282,Dedh Ishqiya,10.0,7.0,2014
37283,Sulemani Keeda,1.0,0.0,2014
37284,Darr @ the Mall,4.0,5.5,2014
37285,"She Smiles, She’s Snared!",25.0,6.6,2014
37286,2 States,46.0,6.4,2014
37287,Heropanti,15.0,5.4,2014
37288,Palm Trees in the Snow,119.0,7.3,2015
37289,Spanish Affair 2,126.0,5.3,2015
37290,Roar,4.0,5.8,2014
37291,Creature,3.0,3.3,2014
37292,Hunterrr,5.0,5.4,2015
37293,Stonados,14.0,4.1,2013
37294,Thumb Wars: The Phantom Cuticle,16.0,6.8,1999
37295,Thumbtanic,8.0,6.4,2000
37296,Lost on Journey,15.0,6.2,2010
37297,Snow on The Blades,3.0,5.7,2014
37298,The Belgrade Phantom,5.0,5.5,2009
37299,Bella Bettien,1.0,6.4,2002
37300,Burning Love,1.0,5.0,1983
37301,Cool!,3.0,3.3,2004
37302,Dangerous Invitations,3.0,5.2,2002
37303,Ellis in Glamourland,6.0,5.3,2004
37304,Filmpje!,8.0,4.9,1995
37305,"Die Frau, die im Wald verschwand",0.0,0.0,2009
37306,Intoxicating,3.0,5.8,2003
37307,The Legend of Sleepy Hollow,3.0,4.8,1999
37308,LelleBelle,11.0,5.5,2010
37309,The Little Bear Movie,2.0,6.0,2001
37310,Mira,2.0,6.3,1971
37311,The Seduction of Inga,1.0,5.0,1968
37312,Dutch in Seven Lessons,1.0,5.0,1948
37313,The New Gulliver,4.0,6.5,1935
37314,Eye of the Eagle,3.0,4.7,1997
37315,Panic in the Skies,1.0,0.5,2006
37316,Red Eagle,9.0,5.8,2010
37317,Robert Mitchum Est Mort,3.0,7.0,2011
37318,The Singing Ringing Tree,13.0,6.1,1957
37319,Student Seduction,2.0,5.0,2003
37320,Too Fat Too Furious,15.0,6.2,2005
37321,Bibi,0.0,0.0,1974
37322,Prisoner/Terrorist,0.0,0.0,2007
37323,Baba Yaga,1.0,6.0,1971
37324,Het zwijgen,1.0,6.0,2006
37325,Happy Family,1.0,6.0,2006
37326,Despiser,1.0,5.0,2003
37327,Sunshine Barry & the Disco Worms,12.0,5.2,2008
37328,Dreamland,5.0,3.2,2007
37329,Father of Four: Never Gives Up!,3.0,4.8,2005
37330,Frank & Wendy,1.0,7.0,2004
37331,Invisible Mom,1.0,3.0,1997
37332,Locusts: The 8th Plague,7.0,4.7,2005
37333,Warm Spring,2.0,4.5,2003
37334,Lost in New York,1.0,5.0,1989
37335,Pervert!,21.0,5.6,2005
37336,Phileine Says Sorry,9.0,5.5,2003
37337,The Revenge of the Living Dead Girls,6.0,5.8,1987
37338,Remote Control,5.0,5.9,1992
37339,The Dark Diamond,1.0,4.5,2004
37340,Summers Past,2.0,3.8,2008
37341,Shock Head Soul,0.0,0.0,2011
37342,Emergency Kisses,3.0,7.3,1989
37343,One Hundred Days After Childhood,5.0,6.4,1975
37344,The Princess and the Pea,1.0,6.0,1976
37345,Sure Fire,0.0,0.0,1990
37346,"I, a Woman",2.0,8.8,1965
37347,The Parallel Street,2.0,8.5,1962
37348,MollyCam,0.0,0.0,2008
37349,"I Flunked, But...",2.0,2.5,1930
37350,Pastorale,5.0,5.4,1975
37351,Plastic Jesus,2.0,7.3,1971
37352,The Spin Kid,1.0,5.5,2011
37353,Crulic - The Path to Beyond,7.0,7.3,2011
37354,Russian Symphony,3.0,6.0,1994
37355,The Shamer's Daughter,50.0,5.5,2015
37356,The White Bus,4.0,5.1,1967
37357,On the Comet,6.0,5.6,1970
37358,The White Dove,5.0,7.8,1960
37359,Images of a Relief,1.0,10.0,1982
37360,Lyrical Nitrate,0.0,0.0,1991
37361,On the Bowery,9.0,6.3,1957
37362,Beast,2.0,6.5,2011
37363,Funeral Ceremonies,2.0,5.0,1969
37364,Book of Days,1.0,10.0,1989
37365,Found Memories,2.0,8.5,2011
37366,Avé,6.0,8.0,2012
37367,Max & Co,2.0,6.8,2007
37368,Bovines,0.0,0.0,2012
37369,It's Gradiva Who Is Calling You,10.0,7.2,2006
37370,Slow Action,3.0,7.3,2010
37371,O'er the Land,1.0,9.0,2009
37372,¡Vivan las Antipodas!,5.0,7.5,2011
37373,Life Lesson,0.0,0.0,1995
37374,Finale,3.0,2.8,2007
37375,Meanwhile,4.0,6.3,2011
37376,Anémone,0.0,0.0,1968
37377,It Happened in Europe,4.0,5.3,1948
37378,Amber City,0.0,0.0,1999
37379,Sogobi,2.0,8.5,2002
37380,The Coming of Sin,1.0,4.0,1978
37381,The Bells Toll for the Barefooted,1.0,5.0,1965
37382,Atomic Age,6.0,4.8,2012
37383,The Fourth Dimension,3.0,5.0,2012
37384,At the First Breath of Wind,2.0,8.5,2003
37385,Dad,2.0,6.5,2010
37386,The Twelve Months,8.0,4.2,1956
37387,Okinawa Rendez-vous,0.0,0.0,2000
37388,Good for Nothing,6.0,6.5,2014
37389,...E fuori nevica!,26.0,5.7,2014
37390,Champion,6.0,6.2,2005
37391,Champion,4.0,3.9,2002
37392,Ciudad Delirio,3.0,5.7,2014
37393,Clan of Amazons,3.0,6.3,1978
37394,Q Planes,3.0,5.2,1939
37395,Fighting Fools,0.0,0.0,1949
37396,Hold That Baby!,0.0,0.0,1949
37397,Momentum,3.0,6.2,2003
37398,"Nikki, Wild Dog of the North",1.0,7.0,1961
37399,Ride a Crooked Trail,5.0,5.5,1958
37400,Ride the Wild Surf,6.0,4.6,1964
37401,Secrets of Life,2.0,8.0,1956
37402,The Flying Dagger,6.0,5.8,1969
37403,The Naked Maja,0.0,0.0,1958
37404,The Tournament,1.0,5.0,1929
37405,The Tournament,9.0,6.0,2015
37406,Treasure Hunters,4.0,7.1,1981
37407,Who Done It?,7.0,6.9,1942
37408,Skull,0.0,0.0,1927
37409,Inori,2.0,2.0,2012
37410,36,4.0,7.5,2012
37411,Silent Ones,0.0,0.0,2013
37412,Darkness,0.0,0.0,2013
37413,Die Welt,0.0,0.0,2013
37414,"differently, Molussia",1.0,5.0,2012
37415,The Teasers,12.0,5.5,1975
37416,I Embrace You With 1000 Arms,4.0,6.3,2006
37417,You Are Not I,1.0,5.0,1981
37418,Mamay,3.0,5.8,2003
37419,A Story of the Forest: Mavka,2.0,10.0,1980
37420,Successive Slidings of Pleasure,10.0,5.6,1974
37421,The Golden Key,2.0,6.0,1939
37422,Nostos: The Return,5.0,7.8,1989
37423,Quick Billy,2.0,6.5,1970
37424,The Sun and the Moon,0.0,0.0,2008
37425,The Tale of John and Marie,5.0,7.1,1980
37426,Quixote,0.0,0.0,1965
37427,Spark of Being,0.0,0.0,2010
37428,Méditerranée,5.0,6.4,1963
37429,Ramin,1.0,5.0,2011
37430,The bitter herb,2.0,5.0,1985
37431,A Journey Through Fairyland,2.0,3.3,1985
37432,The Deflowering of Eva van End,3.0,4.5,2012
37433,Ein Teil von mir,0.0,0.0,2009
37434,Hate Story 3,12.0,6.5,2015
37435,The Field of Enchantment,2.0,7.0,2011
37436,Prince Bayaya,1.0,5.0,1950
37437,L'Été en pente douce,5.0,6.8,1987
37438,Sour Grape,1.0,5.0,1974
37439,Wool 100%,3.0,5.8,2006
37440,All Stars 2: Old Stars,10.0,6.8,2011
37441,Banana Pancakes and the Children of Sticky Rice,0.0,0.0,2015
37442,Saturday October 5th,1.0,5.0,1969
37443,Lucky in Love,6.0,4.7,2014
37444,An Example of Intonation,1.0,8.0,1991
37445,Blazing a Trail to the Stars,3.0,6.7,1958
37446,Twigson,2.0,3.5,2009
37447,Giano,0.0,0.0,2014
37448,The Blue Planet,5.0,8.4,1981
37449,Kaili Blues,14.0,7.4,2016
37450,Mother,1.0,10.0,2016
37451,Francofonia,19.0,6.8,2015
37452,The Event,1.0,5.0,2015
37453,Pioneers in Ingolstadt,2.0,6.5,1971
37454,Szaffi,3.0,4.8,1985
37455,Buried in Light,0.0,0.0,1994
37456,On the Road: A Document,0.0,0.0,1964
37457,The Great Flood,5.0,5.9,2012
37458,Manufractur,5.0,7.2,1985
37459,The Woman Who Powders Herself,7.0,6.7,1972
37460,The Halt,7.0,3.9,2000
37461,"Life, Autumn",2.0,6.5,1999
37462,Stellar,12.0,6.9,1993
37463,Get Ready,4.0,7.8,1999
37464,In Memory of the Day Passed By,4.0,8.5,1990
37465,Father and Daughter,45.0,7.4,2000
37466,Schwechater,12.0,5.3,1958
37467,Portrait,5.0,4.0,2002
37468,Déjeuner du matin,2.0,9.0,1974
37469,Dream Work,7.0,8.1,2001
37470,Factory,4.0,5.0,2004
37471,Wind,3.0,6.0,1996
37472,Instructions for a Light & Sound Machine,5.0,7.0,2006
37473,Feelings of Mountains and Waters,2.0,5.0,1988
37474,Mermaid,10.0,6.6,1997
37475,Buddy Hutchins,8.0,3.3,2015
37476,The Ouija Exorcism,15.0,4.6,2015
37477,Remember,173.0,7.4,2015
37478,Back To The Sea,2.0,4.0,2012
37479,Godheten,3.0,1.0,2013
37480,Future My Love,4.0,2.8,2012
37481,Tabloid Truth,9.0,5.0,2014
37482,It Was the Son,17.0,6.9,2012
37483,Breaking with Old Ideas,0.0,0.0,1976
37484,The Leather Boys,5.0,6.8,1964
37485,The Bogus Man,1.0,6.0,1980
37486,Oosaravelli,6.0,5.7,2011
37487,For Grace,2.0,7.5,2015
37488,White Wall,5.0,2.6,2010
37489,The Mermaid,76.0,6.2,2016
37490,Stranded,14.0,5.3,2015
37491,Beyond,9.0,3.9,2014
37492,Airplane vs Volcano,17.0,3.5,2014
37493,Holi,0.0,0.0,1985
37494,Blood Ties,4.0,6.0,1991
37495,Kapıcılar Kralı,6.0,7.5,1976
37496,Skyscraper,10.0,4.0,1996
37497,Better Mus Come,1.0,4.0,2013
37498,The Real Miyagi,4.0,6.8,2015
37499,Si può fare l'amore vestiti?,4.0,4.8,2012
37500,Merci patron !,31.0,7.5,2016
37501,Chi lavora è perduto,3.0,4.5,1963
37502,Yankee,2.0,3.5,1966
37503,La Vacanza,4.0,4.5,1971
37504,Action,5.0,3.8,1980
37505,Love & Passion,9.0,3.9,1987
37506,All Ladies Do It,159.0,3.8,1992
37507,P.O. Box Tinto Brass,22.0,5.1,1995
37508,Black Angel,12.0,5.6,2002
37509,May Morning,0.0,0.0,1970
37510,The Sex of Angels,1.0,6.0,1968
37511,The Man from Hong Kong,11.0,7.3,1975
37512,Fine Dead Girls,9.0,5.8,2002
37513,Emelie,194.0,5.4,2016
37514,Summers Downstairs,6.0,6.0,2015
37515,Täterätää - Die Kirche bleibt im Dorf 2,4.0,4.5,2015
37516,Summer Camp Nightmare,3.0,5.5,1987
37517,The Office Wife,1.0,0.0,1930
37518,La pazza della porta accanto: conversazione con Alda Merini,2.0,8.0,2013
37519,Carry On Girls,21.0,6.1,1973
37520,Jare vs. Cheek,0.0,0.0,2015
37521,A Hole in the Head,2.0,6.5,1998
37522,Children of Beslan,2.0,8.0,2005
37523,War,11.0,6.5,2002
37524,Morgana,2.0,6.3,2012
37525,Belgica,45.0,5.9,2016
37526,Girl Asleep,35.0,6.9,2016
37527,The Neon Demon,926.0,6.4,2016
37528,Sun Choke,10.0,6.5,2015
37529,Gold Coast,3.0,5.3,2015
37530,Take Me to the River,9.0,6.2,2016
37531,Evolution,47.0,6.4,2015
37532,Sunset Song,37.0,6.5,2015
